studentid,sex,age,bis1,bis2,bis3,bis4,bis5,bis6,bis7,bas1,bas2,bas3,bas4,bas5,bas6,bas7,bas8,bas9,bas10,bas11,bas12,bas13,a01_t1,a02_t1,a03_t1,a04_t1,a05_t1,a06_t1,a07_t1,a08_t1,a09_t1,a10_t1,a11_t1,a12_t1,a13_t1,a14_t1,a15_t1,a16_t1,a17_t1,a18_t1,a19_t1,a20_t1,d01_t1,d02_t1,d03_t1,d04_t1,d05_t1,d06_t1,d07_t1,d08_t1,d09_t1,d10_t1,d11_t1,d12_t1,d13_t1,d14_t1,d15_t1,d16_t1,d17_t1,d18_t1,d19_t1,d20_t1,a01_t2,a02_t2,a03_t2,a04_t2,a05_t2,a06_t2,a07_t2,a08_t2,a09_t2,a10_t2,a11_t2,a12_t2,a13_t2,a14_t2,a15_t2,a16_t2,a17_t2,a18_t2,a19_t2,a20_t2,d01_t2,d02_t2,d03_t2,d04_t2,d05_t2,d06_t2,d07_t2,d08_t2,d09_t2,d10_t2,d11_t2,d12_t2,d13_t2,d14_t2,d15_t2,d16_t2,d17_t2,d18_t2,d19_t2,d20_t2
273,1,19,NA,NA,4,4,4,1,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,3,2,2,3,3,2,3,1,2,3,2,1,3,4,1,4,3,4,2,3,2,2,4,1,2,2,2,1,4,4,2,3,1,3,3,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,1,19,1,2,3,4,3,1,3,3,4,3,4,2,3,3,2,2,2,2,4,2,1,3,2,3,3,4,2,2,2,4,3,3,1,4,4,1,2,4,2,4,2,3,3,3,1,4,1,1,1,3,2,2,2,3,2,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1,18,2,4,4,4,4,1,4,3,4,4,4,3,3,3,4,3,4,2,2,3,3,3,2,2,3,3,1,1,2,3,3,2,1,3,3,1,1,3,2,3,2,4,2,2,1,1,2,4,2,2,2,2,1,2,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1,18,1,2,3,2,3,4,3,4,4,3,3,3,2,3,4,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,3,3,2,3,1,3,1,1,4,2,2,2,1,4,1,1,1,2,1,1,1,3,2,2,1,1,1,2,3,1,1,1
277,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,3,1,3,1,2,2,4,2,4,2,3,4,4,4,3,3,4,3,3,3,2,3,1,3,3,4,4,3,2,3,2,2,3,1,2
278,1,18,2,3,3,4,3,3,3,3,3,2,4,3,2,3,3,3,4,3,2,3,2,2,1,1,3,2,1,1,2,4,2,1,2,2,2,1,3,3,1,2,1,4,1,1,1,1,2,1,1,2,3,2,1,2,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0,19,2,3,4,3,4,3,4,2,4,4,4,2,3,3,4,3,2,3,3,3,2,2,1,2,3,3,2,2,3,3,3,1,1,2,2,1,1,3,2,3,2,2,1,1,1,1,1,3,2,3,2,3,2,4,4,2,4,1,1,2,1,2,2,2,1,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,2,4,3,1,1,2,2,2,1,2,2,2,2,4,1,3,4,3,1,2
280,1,19,2,2,2,2,3,3,2,3,4,3,3,2,2,3,2,1,3,2,3,3,1,1,1,1,3,4,1,1,1,2,3,1,1,4,4,1,1,3,1,3,1,3,1,1,1,2,2,1,1,2,2,2,1,4,1,3,4,3,1,3,1,2,1,1,4,4,1,2,1,2,3,1,1,4,4,1,1,4,1,4,2,4,1,1,2,2,2,1,1,1,3,3,1,4,2,3,4,3,1,3
281,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,3,2,2,3,3,2,3,1,4,3,1,2,3,2,3,1,3,2,3,1,1,3,2,2,3,2,2,2,4,2,2,2,3,1,3
282,1,NA,3,2,2,2,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,2,3,2,2,4,3,2,1,4,3,2,3,1,2,3,1,2,3,2,2,1,4,1,3,2,1,1,2,1,2,2,2,1,4,2,2,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,1,20,1,3,3,3,4,2,2,2,3,4,4,2,4,3,3,2,3,4,4,3,1,2,3,3,3,3,1,1,2,2,4,2,1,4,4,1,1,1,2,3,3,4,2,2,2,2,2,2,2,4,3,2,2,3,1,3,3,4,2,4,1,3,2,2,3,3,2,1,2,2,4,4,1,4,4,1,2,3,3,3,3,4,1,3,2,2,2,2,2,3,4,3,2,3,1,3,3,4,1,4
286,1,18,1,3,4,4,4,1,4,3,4,4,3,3,4,3,3,2,4,4,3,3,1,1,1,1,1,4,1,1,1,1,2,1,1,4,4,1,1,1,1,1,2,4,2,3,1,1,2,1,1,2,2,2,1,1,2,3,2,3,1,2,1,1,1,1,4,4,1,1,1,1,3,1,1,4,4,1,1,1,1,3,2,4,1,1,1,1,1,1,1,3,1,1,1,1,2,3,4,2,1,2
287,1,18,1,3,4,4,4,4,4,1,4,4,3,4,4,4,2,4,4,1,2,1,1,1,1,1,4,2,1,1,1,1,4,1,1,4,2,1,1,1,1,2,2,4,1,1,1,1,2,1,1,4,1,1,1,4,1,1,4,3,1,2,1,1,1,1,4,4,1,1,1,1,4,1,1,4,4,1,1,1,1,4,2,4,1,1,1,1,3,2,1,4,3,4,3,4,1,1,4,4,1,4
288,1,18,2,2,3,3,3,2,3,2,4,4,4,4,4,4,3,3,4,3,3,3,2,2,1,2,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,3,1,2
289,0,18,2,3,3,3,3,2,3,2,3,4,3,2,3,2,3,3,2,2,3,3,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,3,1,1,2,1,1,1,3,2,2,1,2,1,4,2,2,1,2,2,2,1,1,2,3,1,1,2,2,2,1,1,3,2,1,1,2,1,2,2,2,3,1,2,2,1,1,1,2,2,1,1,2,1,4,3,2,1,3
290,1,NA,4,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,4,3,2,1,1,2,3,2,1,4,3,1,1,3,2,3,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1,18,2,4,4,3,4,2,3,3,4,3,3,3,4,3,3,3,4,3,2,2,2,2,1,1,2,3,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,4,2,2,1,3,1,1,1,1,2,2,3,2,1,3,2,2,1,2,3,3,1,2,3,2,2,1,1,2,3,3,1,3,2,1,3,3,2,2,2,4,1,2,2,4,1,1,1,2,3,3,2,2,2,3,2,3,1,3
293,1,20,1,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,2,4,3,2,2,2,3,3,4,2,3,3,2,4,3,4,3,3,4,3,3,2,2,3,1,3,3,4,4,3,2,3,4,3,3,1,2,3,2,3,4,2,3,2,2,2,3,4,4,3,4,4,2,4,4,4,3,3,4,3,3,1,1,1,3,3,4,4,3,3,4,4,4,4,4,1,4
294,0,NA,1,4,3,4,3,2,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,1,1,2,3,3,2,1,3,3,1,2,3,2,3,2,4,2,1,2,3,1,3,1,3,3,3,3,2,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1,18,1,4,3,3,3,4,3,3,4,3,3,3,3,2,3,3,3,2,2,3,1,3,1,1,1,3,1,1,1,1,2,2,1,4,3,1,1,1,1,2,1,4,1,1,2,1,1,1,1,2,2,2,1,3,1,3,3,1,1,2,2,2,1,1,3,4,1,1,1,1,3,2,1,4,4,1,2,1,2,2,2,3,1,1,1,1,3,1,1,3,3,2,1,3,1,3,4,2,1,3
296,1,19,2,2,2,2,3,3,2,2,4,3,3,3,3,3,3,2,3,3,2,3,3,4,1,2,4,2,2,2,1,4,4,2,1,4,4,1,1,4,2,4,2,4,2,1,1,2,1,1,1,2,4,2,1,4,2,4,4,3,1,3,2,2,2,1,3,3,1,1,2,2,3,1,1,3,2,1,2,2,2,2,2,2,1,1,3,3,1,1,1,1,2,2,1,2,1,4,4,2,1,3
297,0,18,2,3,4,3,4,3,3,3,4,3,3,3,2,2,2,2,4,3,3,3,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,2,2,1,2,2,1,1,3,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,3,1,1,2,1,2,1,1,2,1,1,1,3,1,1,1,3,2,2,1,3,1,2,3,3,1,2
298,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,3,1,1,1,3,3,2,1,3,3,1,1,3,1,3,3,3,2,4,2,2,2,1,1,4,3,2,2,2,1,3,3,3,1,3
299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,3,1,1,2,2,2,2,1,3,3,1,1,3,1,3,2,4,2,2,1,1,1,1,2,2,3,3,2,3,2,3,2,2,1,3
300,1,18,1,2,4,4,4,2,4,1,4,2,4,1,1,3,2,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,2,4,2,1,2,1,1,1,1,4,4,1,4,3,1,1,1,4,1,4,4,4,3,4,4,4,2,1,2,4,4,3,1,4,3,3,4,4,2,3,3,4,2,1,2,1,1,1,3,4,4,1,1,4,1,4,4,4,1,4
301,1,18,2,3,3,2,3,3,2,3,4,2,3,3,3,3,2,3,2,3,3,2,1,1,1,1,4,4,1,1,1,1,4,1,1,4,4,1,1,1,1,4,1,4,1,2,1,1,1,1,1,4,4,1,1,4,1,2,2,4,4,4,1,1,1,1,3,3,1,1,1,2,4,1,1,4,4,1,1,2,1,3,2,4,1,2,1,2,1,1,1,3,3,2,2,4,3,2,2,4,1,4
302,1,19,3,3,4,3,3,1,4,3,4,2,2,2,2,2,3,4,4,4,2,4,2,1,2,1,2,2,2,2,2,2,2,3,1,4,3,1,1,2,1,2,2,4,1,1,1,1,1,1,1,2,2,2,1,1,1,4,3,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,3,2,1,1,3,1,2,3,4,1,1,1,1,1,2,1,3,2,2,2,1,2,3,2,2,1,3
303,1,19,1,3,3,4,4,2,3,3,4,3,4,3,4,3,3,3,3,4,3,3,1,1,1,2,2,2,1,1,1,1,2,2,1,4,3,1,1,1,1,3,2,3,2,2,1,1,1,2,1,3,3,2,2,1,2,3,2,3,1,3,2,2,1,3,3,3,3,2,2,2,3,2,1,4,3,1,2,3,3,2,3,3,2,2,2,1,1,1,1,2,4,3,3,1,3,3,2,3,1,2
304,1,18,2,4,4,2,3,2,1,3,3,2,4,3,4,3,3,4,1,3,2,4,1,1,1,1,2,3,1,1,1,1,2,4,1,4,3,1,2,1,4,3,1,4,1,4,1,1,2,1,1,3,3,3,1,3,1,4,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1,20,2,1,3,1,3,3,2,3,4,4,4,3,4,4,3,3,3,2,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,2,1,4,3,1,3,2,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1
306,1,NA,2,3,2,3,3,2,2,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4,3,3,3,3,2,2,2,3,4,1,2,3,3,2,3,3,4,3,3,4,1,4,3,1,1,1,2,4,4,2,1,2,2,3,2,3,1,4,3,4,2,4,3,3,2,2,2,3,3,4,1,3,3,1,3,3,4,3,2,4,1,3,1,1,2,2,2,3,3,1,3,1,2,3,2,3,1,4
307,1,21,1,2,4,3,3,2,1,3,4,4,3,3,3,3,NA,3,4,3,3,3,1,1,1,1,2,2,1,1,1,1,2,2,1,3,2,1,1,1,1,2,1,3,1,3,1,2,3,1,1,1,2,1,1,2,1,3,1,2,1,2,1,1,1,1,3,2,1,1,1,1,2,1,1,3,3,1,1,2,1,3,1,3,1,2,1,2,3,1,1,1,3,1,1,2,1,2,2,2,1,2
308,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,3,2,2,2,3,3,3,2,3,3,2,3,3,3,3,2,4,2,3,2,3,3,1,2,2,3,2,3,3,2,4,3,4,2,3
310,0,NA,1,3,3,2,3,3,2,3,2,4,3,3,4,3,3,3,3,3,3,2,1,2,3,1,3,4,1,1,1,1,4,1,1,4,4,1,2,1,1,4,1,3,1,1,2,4,2,1,1,1,4,2,1,3,1,4,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,21,3,4,3,3,3,2,2,3,4,3,4,3,3,3,3,2,4,4,3,4,2,2,2,2,3,3,2,2,2,3,4,2,1,3,3,1,2,3,2,3,2,4,2,1,1,2,1,1,1,2,2,2,2,3,2,2,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2
312,1,20,3,4,3,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,2,1,1,3,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,3,2,3,1,1,2,1,1,1,2,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,1,2,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3
313,0,18,1,4,1,4,4,2,3,3,4,3,4,3,3,3,3,2,4,3,3,4,3,2,1,1,3,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,3,1,3,1,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,3,1,2,1,2,2,2,3,2,3,3,2,2,2,2,1,2
314,1,18,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,1,2,3,4,1,2,1,3,3,2,1,3,3,1,1,3,1,3,2,4,1,1,3,3,1,1,1,2,3,3,1,3,1,4,3,3,1,3,3,3,2,2,4,4,2,2,2,4,3,3,1,4,3,2,2,4,2,3,2,4,1,2,3,3,1,1,1,3,3,3,2,3,2,4,3,3,1,3
315,0,18,3,4,4,3,4,2,4,4,4,3,4,4,3,4,3,3,4,4,4,4,2,3,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,4,2,3,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,4,2,3,1,3,1,2,2,3,1,1,2,1,2,2,2,1,1,2
316,1,20,2,4,4,1,4,1,3,2,4,3,4,2,2,3,3,4,4,4,2,4,3,4,2,3,4,3,3,4,1,4,4,3,1,4,4,1,2,4,3,4,3,4,3,4,1,2,3,1,1,4,4,3,3,3,3,4,4,3,2,4,4,4,2,3,3,3,4,4,1,4,3,3,1,3,3,2,2,4,3,4,3,4,3,4,1,2,4,1,1,4,4,3,3,3,4,4,3,3,2,4
317,1,19,1,4,4,4,4,1,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,1,2,3,3,2,2,1,3,3,2,1,4,4,1,2,3,2,3,2,4,1,2,2,2,2,1,1,2,4,3,2,3,2,3,2,2,1,3,1,1,1,2,3,4,3,3,3,2,2,3,1,3,3,1,4,3,4,2,2,4,2,4,1,1,1,1,3,3,4,1,3,4,4,3,1,3,2,3
318,1,19,2,3,3,3,3,2,3,3,4,3,3,2,3,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,1,2,2,1,3,2,2,2,1,3,1,3,1,2,4,2,3,3,2,3,2,1,1,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0,19,3,4,4,2,2,3,3,3,4,3,3,3,3,3,2,2,3,2,2,3,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,3,2,1,2,2,3,1,1,2,2,1,1,2,3,2,2,1,2,2,1,2,3,3,3,3,3,2,3,1,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2
320,0,18,1,4,4,4,4,2,2,4,4,3,4,3,3,3,3,2,4,2,4,2,3,1,1,1,2,2,3,1,1,2,1,2,1,1,1,1,1,2,2,1,3,3,2,1,2,3,1,1,1,3,2,1,4,2,2,3,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,3,3,2,4,3,2,2,1,4,4,4,1,2,2,4,2,4,1,3
321,1,19,1,4,4,4,4,1,4,4,4,2,3,3,1,3,3,3,3,4,3,4,4,4,3,1,1,2,2,2,2,3,4,4,1,1,3,2,4,3,4,4,3,4,2,1,1,2,1,1,1,2,4,3,2,4,2,3,4,4,2,2,4,4,4,4,4,1,1,1,1,4,4,4,1,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4
322,1,18,2,3,3,3,3,2,3,3,3,3,4,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,1,1,1,3,2,2,2,3,2,1,2,2,2,2,2,4,2,1,1,1,1,1,1,2,3,2,1,2,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1,18,1,4,4,4,4,2,4,4,4,4,4,4,2,3,3,2,4,3,4,4,1,4,1,4,4,4,4,4,1,3,2,4,1,4,3,1,4,1,4,2,2,4,2,3,1,1,1,1,1,2,3,4,1,1,4,4,1,1,1,1,2,2,1,1,4,1,4,4,2,2,2,3,1,4,4,1,4,2,4,2,1,4,3,2,1,1,1,1,1,3,3,2,2,1,1,4,1,1,1,1
324,0,19,1,4,4,3,4,2,2,3,3,2,4,2,3,3,4,4,4,3,3,4,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,3,4,3,1,1,1,2,1,1,4,2,2,3,3,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,1,NA,2,3,3,2,3,3,3,3,4,4,4,3,3,2,2,3,4,2,2,3,3,3,2,3,4,3,1,1,2,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,1,3,1,1,3,3,3,3,1,2,4,4,1,1,1,3,3,2,2,3,3,1,1,2,3,3,2,2,3,3,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1,18,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,3,1,1,4,4,4,1,4,4,1,4,4,4,4,3,4,1,2,3,3,3,1,2,4,4,3,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,19,2,3,3,2,2,3,3,3,4,3,4,3,3,2,2,3,3,3,3,3,1,1,1,2,2,2,2,1,1,4,1,1,1,3,3,1,1,2,1,3,2,4,1,2,3,2,1,1,1,3,3,3,1,3,1,3,3,3,1,3,1,2,1,1,3,3,1,1,1,2,3,1,1,4,3,1,1,3,1,2,2,4,1,1,1,2,1,1,1,2,1,1,1,2,1,3,2,2,1,3
328,1,19,2,2,2,3,3,3,3,4,4,4,4,3,2,3,3,4,4,3,3,3,2,3,2,2,3,1,2,2,2,3,3,3,1,1,1,1,2,3,2,1,2,4,1,2,3,1,3,1,1,NA,3,3,1,1,2,2,1,4,1,3,2,2,1,1,2,1,1,1,1,2,2,3,1,2,2,1,3,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
329,0,18,1,4,4,4,4,2,3,3,4,3,4,3,3,2,4,2,3,4,4,4,3,2,1,1,3,2,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,4,1,3,1,2,1,2,1,3,3,3,3,2,1,2,3,1,1,2,3,3,2,3,3,3,1,1,1,1,3,4,2,3,3,2,1,3,4,3,3,1,3,4,1,1,1,3,3,3,3,1,2,3,2,1,1,3,1,4
330,0,19,1,3,4,3,3,2,3,3,4,4,3,4,4,4,4,4,3,3,4,3,2,2,1,1,2,2,1,1,1,2,2,1,1,3,2,1,1,2,2,2,1,3,3,2,2,3,2,1,2,2,1,2,2,1,2,3,1,3,1,3,2,2,1,4,2,3,1,1,1,3,3,3,1,3,3,1,1,3,2,3,2,1,2,2,2,4,1,2,1,1,3,3,2,2,1,1,1,3,1,4
331,1,18,4,4,4,4,4,1,4,3,4,4,3,4,4,3,3,4,3,4,3,3,3,3,2,3,4,4,3,2,2,4,4,4,2,3,3,2,4,4,3,4,3,3,2,3,1,1,2,1,1,4,4,3,2,3,2,3,3,4,2,3,3,3,2,4,3,4,2,3,3,4,3,3,2,3,4,2,4,4,3,4,4,3,3,3,1,2,2,1,1,4,4,3,2,3,2,2,3,4,2,3
